California,393.26878172318754
Central Valley,430.3880915866932
Delta,542.0989090216381
Imperial Valley,235.61489417751727
Napa,605.6590492062033
Oak Savanna,399.5968961906976
San Joaquin,450.2936268748624
Sonoma,702.26340304685
